passage_id,arret_id,ligne_id,horaire,nb_voyageurs
P03778,A0037,L03,2026-06-01 13:55:59,36
P03779,A0022,L04,2026-06-01 08:05:31,19
P03780,A0018,L03,2026-06-01 08:53:56,44
P03781,A0055,L11,2026-06-01 09:06:06,34
P03782,A0026,L01,2026-06-01 08:24:33,27
P03783,A0013,L12,2026-06-01 16:30:00,9
P03784,A0037,L07,2026-06-01 17:03:59,9
P03785,A0005,L01,2026-06-01 17:25:57,26
P03786,A0009,L03,2026-06-01 08:12:26,34
P03787,A0055,L01,2026-06-01 09:30:38,20
P03788,A0004,L01,2026-06-01 07:08:21,36
P03789,A0002,L01,2026-06-01 12:39:29,5
P03790,A0024,L01,2026-06-01 17:10:05,6
P03791,A0009,L09,2026-06-01 05:47:32,30
P03792,A0010,L11,2026-06-01 17:11:07,1
P03793,A0030,L06,2026-06-01 13:47:26,7
P03794,A0009,L02,2026-06-01 16:30:53,0
P03795,A0047,L05,2026-06-01 09:03:09,14
P03796,A0004,L05,2026-06-01 11:11:23,9
P03797,A0012,L11,2026-06-01 17:21:11,13
P03798,A0036,L05,2026-06-01 11:46:58,42
P03799,A0003,L10,2026-06-01 09:51:53,30
P03800,A0023,L07,2026-06-01 17:43:11,26
P03801,A0055,L11,2026-06-01 16:14:59,8
P03802,A0037,L07,2026-06-01 09:38:52,19
P03803,A0009,L09,2026-06-01 07:17:22,44
P03804,A0039,L10,2026-06-01 16:24:02,8
P03805,A0014,L02,2026-06-01 16:20:59,34
P03806,A0055,L02,2026-06-01 09:34:56,25
P03807,A0014,L05,2026-06-01 21:56:26,16
P03808,A0038,L09,2026-06-01 19:08:13,29
P03809,A0042,L01,2026-06-01 21:33:17,19
P03810,A0047,L05,2026-06-01 07:28:52,42
P03811,A0009,L02,2026-06-01 10:36:02,31
P03812,A0034,L10,2026-06-01 11:05:27,19
P03813,A0006,L01,2026-06-01 17:25:38,40
P03814,A0006,L04,2026-06-01 12:17:34,17
P03815,A0050,L07,2026-06-01 06:32:10,7
P03816,A0027,L10,2026-06-01 15:20:17,27
P03817,A0023,L03,2026-06-01 05:10:04,10
P03818,A0025,L12,2026-06-01 11:55:00,22
P03819,A0009,L01,2026-06-01 12:00:03,1
P03820,A0003,L09,2026-06-01 17:50:18,45
P03821,A0043,L08,2026-06-01 06:39:00,0
P03822,A0051,L09,2026-06-01 16:07:16,7
P03823,A0043,L01,2026-06-01 06:24:36,40
P03824,A0019,L04,2026-06-01 09:12:59,29
P03825,A0055,L11,2026-06-01 19:47:45,39
P03826,A0006,L07,2026-06-01 08:19:34,5
P03827,A0040,L07,2026-06-01 18:24:15,2
P03828,A0007,L01,2026-06-01 21:17:43,14
P03829,A0015,L07,2026-06-01 06:46:53,15
P03830,A0046,L02,2026-06-01 21:56:05,20
P03831,A0012,L11,2026-06-01 18:44:16,21
P03832,A0049,L03,2026-06-01 13:09:01,12
P03833,A0057,L05,2026-06-01 05:04:23,13
P03834,A0006,L04,2026-06-01 09:01:28,20
P03835,A0042,L10,2026-06-01 18:18:37,45
P03836,A0009,L07,2026-06-01 17:45:03,6
P03837,A0008,L09,2026-06-01 06:51:08,45
P03838,A0037,L02,2026-06-01 17:58:08,41
P03839,A0027,L09,2026-06-01 18:00:09,25
P03840,A0018,L01,2026-06-01 16:31:16,44
P03841,A0006,L03,2026-06-01 18:40:12,26
P03842,A0035,L03,2026-06-01 12:22:29,1
P03843,A0002,L05,2026-06-01 06:49:35,8
P03844,A0040,L12,2026-06-01 06:43:26,4
P03845,A0056,L03,2026-06-01 14:22:36,1
P03846,A0033,L11,2026-06-01 15:07:56,2
P03847,A0008,L08,2026-06-01 17:03:16,27
P03848,A0022,L01,2026-06-01 07:35:15,33
P03849,A0018,L08,2026-06-01 06:46:56,11
P03850,A0025,L03,2026-06-01 19:04:22,5
P03851,A0006,L01,2026-06-01 18:34:45,23
P03852,A0002,L08,2026-06-01 15:48:20,14
P03853,A0031,L05,2026-06-01 16:56:19,41
P03854,A0022,L03,2026-06-01 15:14:54,40
P03855,A0004,L07,2026-06-01 05:06:39,5
P03856,A0009,L04,2026-06-01 09:46:47,40
P03857,A0009,L12,2026-06-01 07:16:15,22
P03858,A0009,L07,2026-06-01 09:34:10,10
P03859,A0036,L02,2026-06-01 11:52:29,42
P03860,A0023,L07,2026-06-01 16:32:25,26
P03861,A0028,L07,2026-06-01 15:09:54,8
P03862,A0032,L02,2026-06-01 20:56:26,34
P03863,A0045,L09,2026-06-01 13:50:39,18
P03864,A0037,L08,2026-06-01 11:37:03,40
P03865,A0009,L06,2026-06-01 09:59:06,32
P03866,A0004,L09,2026-06-01 18:09:08,15
P03867,A0036,L05,2026-06-01 13:03:19,26
P03868,A0042,L09,2026-06-01 06:09:05,21
P03869,A0057,L07,2026-06-01 14:10:22,16
P03870,A0054,L03,2026-06-01 09:42:44,17
P03871,A0033,L11,2026-06-01 10:06:42,45
P03872,A0027,L08,2026-06-01 21:35:05,33
P03873,A0018,L08,2026-06-01 09:14:19,14
P03874,A0037,L11,2026-06-01 18:32:55,32
P03875,A0022,L12,2026-06-01 08:37:51,26
P03876,A0047,L01,2026-06-01 15:16:55,1
P03877,A0038,L02,2026-06-01 05:11:05,10
P03878,A0041,L05,2026-06-01 08:05:51,11
P03879,A0015,L01,2026-06-01 09:03:19,39
P03880,A0052,L07,2026-06-01 07:31:09,6
P03881,A0006,L12,2026-06-01 19:03:03,12
P03882,A0020,L01,2026-06-01 12:06:38,28
P03883,A0040,L10,2026-06-01 16:05:05,17
P03884,A0005,L01,2026-06-01 09:52:07,15
P03885,A0014,L12,2026-06-01 16:37:52,29
P03886,A0006,L09,2026-06-01 16:56:40,24
P03887,A0019,L06,2026-06-01 16:46:32,16
P03888,A0013,L10,2026-06-01 19:52:33,21
P03889,A0040,L01,2026-06-01 16:13:28,21
P03890,A0027,L06,2026-06-01 16:01:30,10
P03891,A0009,L09,2026-06-01 19:33:47,0
P03892,A0037,L03,2026-06-01 05:45:14,29
P03893,A0015,L07,2026-06-01 06:35:44,32
P03894,A0015,L10,2026-06-01 17:08:57,12
P03895,A0058,L10,2026-06-01 15:16:30,31
P03896,A0016,L09,2026-06-01 08:53:14,2
P03897,A0046,L07,2026-06-01 16:57:57,0
P03898,A0023,L05,2026-06-01 18:50:22,29
P03899,A0049,L01,2026-06-01 08:42:55,18
P03900,A0024,L03,2026-06-01 09:11:10,7
P03901,A0020,L10,2026-06-01 09:38:42,24
P03902,A0040,L06,2026-06-01 13:25:42,30
P03903,A0003,L07,2026-06-01 14:04:27,39
P03904,A0060,L02,2026-06-01 08:44:47,9
P03905,A0012,L06,2026-06-01 06:53:26,19
P03906,A0018,L07,2026-06-01 09:59:00,13
P03907,A0025,L06,2026-06-01 08:57:50,10
P03908,A0033,L04,2026-06-01 10:39:34,14
P03909,A0054,L03,2026-06-01 08:32:04,14
P03910,A0004,L01,2026-06-01 06:47:27,38
P03911,A0010,L01,2026-06-01 07:02:09,6
P03912,A0041,L02,2026-06-01 18:48:51,45
P03913,A0040,L07,2026-06-01 19:45:50,15
P03914,A0028,L11,2026-06-01 14:14:19,35
P03915,A0012,L02,2026-06-01 06:52:07,17
P03916,A0009,L07,2026-06-01 07:31:32,37
P03917,A0044,L02,2026-06-01 07:35:21,20
P03918,A0015,L03,2026-06-01 16:57:28,31
P03919,A0009,L02,2026-06-01 08:48:36,31
P03920,A0049,L02,2026-06-01 08:09:24,40
P03921,A0006,L11,2026-06-01 20:10:14,24
P03922,A0003,L03,2026-06-01 08:27:48,23
P03923,A0032,L07,2026-06-01 20:09:02,22
P03924,A0009,L08,2026-06-01 09:13:03,32
P03925,A0048,L02,2026-06-01 18:48:41,30
P03926,A0047,L11,2026-06-01 20:42:46,3
P03927,A0026,L02,2026-06-01 18:14:33,1
P03928,A0023,L08,2026-06-01 06:53:19,32
P03929,A0006,L12,2026-06-01 17:24:03,10
P03930,A0053,L03,2026-06-01 09:43:33,25
P03931,A0018,L08,2026-06-01 08:02:28,26
P03932,A0044,L05,2026-06-01 09:41:57,24
P03933,A0059,L04,2026-06-01 06:55:53,45
P03934,A0009,L06,2026-06-01 09:30:26,44
P03935,A0017,L06,2026-06-01 17:57:33,27
P03936,A0009,L09,2026-06-01 05:26:57,42
P03937,A0060,L01,2026-06-01 21:58:59,33
P03938,A0020,L10,2026-06-01 17:03:44,21
P03939,A0041,L04,2026-06-01 08:50:01,43
P03940,A0052,L10,2026-06-01 20:12:36,26
P03941,A0011,L06,2026-06-01 19:27:16,0
P03942,A0036,L04,2026-06-01 18:26:28,3
P03943,A0037,L09,2026-06-01 19:31:45,21
P03944,A0038,L05,2026-06-01 06:37:45,1
P03945,A0029,L09,2026-06-01 07:30:13,25
P03946,A0006,L08,2026-06-01 11:03:45,11
P03947,A0022,L11,2026-06-01 06:06:48,4
P03948,A0048,L06,2026-06-01 19:27:38,7
P03949,A0040,L02,2026-06-01 16:49:18,10
P03950,A0027,L09,2026-06-01 18:17:53,35
P03951,A0043,L10,2026-06-01 16:23:11,6
P03952,A0044,L10,2026-06-01 07:11:01,11
P03953,A0022,L10,2026-06-01 05:06:56,17
P03954,A0023,L11,2026-06-01 19:53:04,3
P03955,A0044,L09,2026-06-01 06:28:29,1
P03956,A0026,L02,2026-06-01 17:28:56,2
P03957,A0037,L11,2026-06-01 06:18:37,12
P03958,A0009,L03,2026-06-01 19:11:16,17
P03959,A0042,L10,2026-06-01 06:55:51,28
P03960,A0020,L10,2026-06-01 09:27:15,35
P03961,A0001,L09,2026-06-01 06:47:25,20
P03962,A0031,L01,2026-06-01 08:39:46,39
P03963,A0040,L06,2026-06-01 07:47:38,14
P03964,A0006,L08,2026-06-01 20:11:34,5
P03965,A0020,L10,2026-06-01 09:14:22,41
P03966,A0007,L05,2026-06-01 15:03:08,27
P03967,A0006,L07,2026-06-01 18:52:10,29
P03968,A0021,L09,2026-06-01 18:13:37,31
P03969,A0031,L10,2026-06-01 14:01:28,0
P03970,A0049,L09,2026-06-01 16:26:47,31
P03971,A0040,L07,2026-06-01 05:10:02,34
P03972,A0002,L11,2026-06-01 10:36:53,10
P03973,A0016,L01,2026-06-01 06:57:23,19
P03974,A0029,L10,2026-06-01 08:34:36,2
P03975,A0055,L04,2026-06-01 07:22:12,15
P03976,A0009,L03,2026-06-01 07:15:22,4
P03977,A0006,L03,2026-06-01 14:22:54,3
P03978,A0015,L10,2026-06-01 12:21:18,21
P03979,A0006,L11,2026-06-01 12:54:25,37
P03980,A0049,L09,2026-06-01 13:44:50,13
P03981,A0026,L04,2026-06-01 12:12:56,10
P03982,A0034,L04,2026-06-01 17:37:27,8
P03983,A0001,L09,2026-06-01 07:07:08,17
P03984,A0009,L02,2026-06-01 06:28:49,21
P03985,A0016,L07,2026-06-01 07:03:07,9
P03986,A0015,L08,2026-06-01 16:30:29,19
P03987,A0036,L06,2026-06-01 06:58:00,24
P03988,A0023,L10,2026-06-01 13:41:05,36
P03989,A0009,L08,2026-06-01 06:37:08,11
P03990,A0020,L08,2026-06-01 07:06:30,23
P03991,A0028,L12,2026-06-01 19:54:17,30
P03992,A0036,L03,2026-06-01 19:16:24,6
P03993,A0018,L12,2026-06-01 09:07:28,14
P03994,A0004,L01,2026-06-01 17:42:47,34
P03995,A0009,L06,2026-06-01 13:03:12,10
P03996,A0028,L02,2026-06-01 07:55:21,22
P03997,A0002,L06,2026-06-01 07:46:49,8
P03998,A0013,L10,2026-06-01 18:15:42,3
P03999,A0051,L08,2026-06-01 19:40:08,16
P04000,A0048,L10,2026-06-01 14:44:47,16
P04001,A0006,L03,2026-06-01 21:34:15,45
P04002,A0030,L11,2026-06-01 14:44:59,34
P04003,A0015,L10,2026-06-01 06:19:49,34
P04004,A0038,L08,2026-06-01 09:40:24,36
P04005,A0025,L04,2026-06-01 11:37:37,35
P04006,A0036,L06,2026-06-01 06:10:21,29
P04007,A0006,L09,2026-06-01 19:17:03,33
P04008,A0009,L11,2026-06-01 18:47:33,33
P04009,A0024,L12,2026-06-01 18:44:27,45
P04010,A0038,L03,2026-06-01 17:01:47,32
P04011,A0009,L07,2026-06-01 17:23:19,13
P04012,A0057,L06,2026-06-01 10:50:37,25
P04013,A0021,L09,2026-06-01 07:55:22,0
P04014,A0014,L09,2026-06-01 09:10:48,19
P04015,A0046,L03,2026-06-01 17:37:48,16
P04016,A0023,L11,2026-06-01 07:50:10,15
P04017,A0032,L02,2026-06-01 07:38:00,0
P04018,A0029,L12,2026-06-01 19:10:53,44
P04019,A0045,L01,2026-06-01 09:00:16,21
P04020,A0007,L10,2026-06-01 17:11:04,30
P04021,A0033,L11,2026-06-01 07:39:04,3
P04022,A0011,L10,2026-06-01 08:48:12,34
P04023,A0026,L03,2026-06-01 08:53:29,5
P04024,A0012,L10,2026-06-01 06:44:02,26
P04025,A0003,L09,2026-06-01 09:42:02,20
P04026,A0043,L05,2026-06-01 19:53:53,3
P04027,A0037,L07,2026-06-01 15:18:13,45
P04028,A0052,L12,2026-06-01 05:00:36,20
P04029,A0028,L08,2026-06-01 08:27:05,28
P04030,A0044,L11,2026-06-01 07:43:07,13
P04031,A0025,L07,2026-06-01 08:18:45,5
P04032,A0036,L05,2026-06-01 07:45:06,24
P04033,A0038,L05,2026-06-01 13:07:58,12
P04034,A0047,L03,2026-06-01 19:33:23,30
P04035,A0025,L01,2026-06-01 17:50:16,38
P04036,A0034,L03,2026-06-01 16:52:17,27
P04037,A0009,L08,2026-06-01 08:06:32,35
P04038,A0045,L01,2026-06-01 20:39:39,36
P04039,A0024,L03,2026-06-01 07:02:56,10
P04040,A0033,L09,2026-06-01 08:17:49,17
P04041,A0010,L08,2026-06-01 08:22:27,21
P04042,A0025,L09,2026-06-01 13:28:36,0
P04043,A0021,L06,2026-06-01 21:23:47,14
P04044,A0042,L03,2026-06-01 16:17:44,29
P04045,A0022,L04,2026-06-01 18:04:41,0
P04046,A0001,L10,2026-06-01 08:40:56,20
P04047,A0038,L12,2026-06-01 11:05:25,17
P04048,A0029,L06,2026-06-01 05:53:51,2
P04049,A0055,L04,2026-06-01 16:16:43,27
P04050,A0007,L05,2026-06-01 19:47:06,18
P04051,A0027,L08,2026-06-01 18:17:13,29
P04052,A0007,L07,2026-06-01 10:34:48,28
P04053,A0006,L06,2026-06-01 13:57:26,29
P04054,A0006,L11,2026-06-01 12:25:35,4
P04055,A0041,L11,2026-06-01 06:33:23,33
P04056,A0029,L10,2026-06-01 06:09:28,30
P04057,A0014,L03,2026-06-01 16:00:49,33
P04058,A0035,L06,2026-06-01 09:41:53,35
P04059,A0016,L01,2026-06-01 07:23:26,27
P04060,A0005,L06,2026-06-01 12:45:15,28
P04061,A0009,L07,2026-06-01 17:13:01,25
P04062,A0038,L11,2026-06-01 17:01:52,25
P04063,A0037,L12,2026-06-01 10:35:59,8
P04064,A0023,L12,2026-06-01 09:56:54,30
P04065,A0054,L11,2026-06-01 06:39:01,32
P04066,A0046,L09,2026-06-01 19:21:13,32
P04067,A0009,L11,2026-06-01 16:24:30,13
P04068,A0054,L07,2026-06-01 07:44:32,44
P04069,A0026,L09,2026-06-01 15:01:47,20
P04070,A0057,L06,2026-06-01 13:36:08,8
P04071,A0016,L12,2026-06-01 18:41:54,35
P04072,A0044,L12,2026-06-01 21:55:25,43
P04073,A0009,L08,2026-06-01 09:13:11,3
P04074,A0009,L07,2026-06-01 05:30:12,37
P04075,A0055,L03,2026-06-01 21:53:39,5
P04076,A0058,L10,2026-06-01 11:31:07,35
P04077,A0019,L07,2026-06-01 12:49:51,14
P04078,A0048,L02,2026-06-01 16:34:27,19
P04079,A0027,L05,2026-06-01 08:10:01,13
P04080,A0006,L12,2026-06-01 17:56:05,43
P04081,A0029,L06,2026-06-01 06:07:18,22
P04082,A0053,L10,2026-06-01 20:01:24,38
P04083,A0022,L02,2026-06-01 19:12:00,23
P04084,A0031,L10,2026-06-01 18:14:35,32
P04085,A0032,L11,2026-06-01 05:44:09,44
P04086,A0058,L12,2026-06-01 06:26:30,32
P04087,A0001,L07,2026-06-01 18:42:14,43
P04088,A0015,L06,2026-06-01 21:37:55,3
P04089,A0014,L07,2026-06-01 18:56:49,37
P04090,A0009,L11,2026-06-01 06:21:00,12
P04091,A0046,L01,2026-06-01 06:59:38,9
P04092,A0022,L11,2026-06-01 09:56:03,13
P04093,A0004,L09,2026-06-01 16:33:40,4
P04094,A0047,L03,2026-06-01 17:38:26,35
P04095,A0022,L11,2026-06-01 13:53:19,33
P04096,A0006,L01,2026-06-01 16:29:09,33
P04097,A0049,L11,2026-06-01 18:36:11,41
P04098,A0055,L08,2026-06-01 16:04:26,34
P04099,A0001,L07,2026-06-01 10:46:38,24
P04100,A0015,L03,2026-06-01 15:25:08,0
P04101,A0009,L01,2026-06-01 16:15:39,7
P04102,A0047,L01,2026-06-01 17:59:26,12
P04103,A0058,L05,2026-06-01 07:20:51,38
P04104,A0042,L11,2026-06-01 18:21:33,43
P04105,A0040,L01,2026-06-01 06:47:47,18
P04106,A0036,L11,2026-06-01 07:42:56,23
P04107,A0026,L07,2026-06-01 16:59:09,14
P04108,A0047,L06,2026-06-01 07:35:58,17
P04109,A0053,L08,2026-06-01 16:15:39,24
P04110,A0006,L08,2026-06-01 08:15:24,20
P04111,A0017,L12,2026-06-01 08:22:14,44
P04112,A0044,L05,2026-06-01 16:44:34,28
P04113,A0041,L05,2026-06-01 17:55:25,44
P04114,A0009,L09,2026-06-01 16:22:55,45
P04115,A0053,L08,2026-06-01 12:33:23,17
P04116,A0006,L07,2026-06-01 17:08:14,27
P04117,A0005,L07,2026-06-01 19:38:49,39
P04118,A0052,L07,2026-06-01 06:08:23,37
P04119,A0035,L10,2026-06-01 11:08:47,3
P04120,A0030,L03,2026-06-01 19:11:10,26
P04121,A0053,L10,2026-06-01 09:26:25,4
P04122,A0047,L10,2026-06-01 17:12:57,22
P04123,A0042,L10,2026-06-01 11:37:58,38
P04124,A0040,L04,2026-06-01 09:55:25,35
P04125,A0050,L08,2026-06-01 20:39:11,23
P04126,A0036,L01,2026-06-01 07:16:33,11
P04127,A0007,L09,2026-06-01 13:57:38,15
P04128,A0013,L06,2026-06-01 07:48:38,5
P04129,A0019,L03,2026-06-01 16:00:57,4
P04130,A0034,L05,2026-06-01 09:59:25,9
P04131,A0027,L12,2026-06-01 10:50:19,41
P04132,A0036,L04,2026-06-01 13:46:59,36
P04133,A0010,L04,2026-06-01 06:13:33,36
P04134,A0009,L06,2026-06-01 09:08:02,37
P04135,A0027,L09,2026-06-01 18:53:42,24
P04136,A0004,L03,2026-06-01 11:18:58,0
P04137,A0009,L10,2026-06-01 11:03:33,11
P04138,A0028,L06,2026-06-01 05:36:59,31
P04139,A0044,L07,2026-06-01 16:39:16,35
P04140,A0026,L07,2026-06-01 06:41:54,23
P04141,A0043,L09,2026-06-01 06:05:30,42
P04142,A0040,L04,2026-06-01 16:28:39,26
P04143,A0022,L02,2026-06-01 15:36:21,30
P04144,A0019,L11,2026-06-01 13:54:54,0
P04145,A0035,L04,2026-06-01 13:31:16,7
P04146,A0028,L03,2026-06-01 06:42:12,30
P04147,A0036,L10,2026-06-01 09:06:00,3
P04148,A0009,L08,2026-06-01 17:04:31,22
P04149,A0008,L04,2026-06-01 17:02:09,44
P04150,A0009,L10,2026-06-01 10:37:12,33
P04151,A0038,L04,2026-06-01 06:12:19,11
P04152,A0034,L05,2026-06-01 09:18:35,38
P04153,A0001,L05,2026-06-01 16:28:47,34
P04154,A0025,L03,2026-06-01 14:04:59,0
P04155,A0060,L08,2026-06-01 16:49:48,38
P04156,A0010,L08,2026-06-01 18:05:30,44
P04157,A0029,L11,2026-06-01 08:05:17,22
P04158,A0016,L04,2026-06-01 05:38:52,4
P04159,A0009,L06,2026-06-01 18:22:34,5
P04160,A0013,L06,2026-06-01 20:16:17,45
P04161,A0026,L07,2026-06-01 17:38:42,7
P04162,A0020,L01,2026-06-01 19:00:03,18
P04163,A0002,L10,2026-06-01 06:45:19,20
P04164,A0035,L02,2026-06-01 16:48:15,38
P04165,A0006,L09,2026-06-01 06:51:34,1
P04166,A0059,L04,2026-06-01 19:49:10,2
P04167,A0029,L09,2026-06-01 19:43:17,40
P04168,A0060,L12,2026-06-01 09:34:34,0
P04169,A0019,L07,2026-06-01 08:05:57,24
P04170,A0033,L12,2026-06-01 17:55:13,15
P04171,A0037,L12,2026-06-01 17:03:59,12
P04172,A0029,L08,2026-06-01 06:32:58,32
P04173,A0007,L07,2026-06-01 19:02:38,10
P04174,A0006,L11,2026-06-01 10:34:53,44
P04175,A0056,L05,2026-06-01 10:05:12,43
P04176,A0018,L07,2026-06-01 16:21:34,17
P04177,A0040,L06,2026-06-01 18:10:51,25
P04178,A0029,L03,2026-06-01 16:38:41,25
P04179,A0005,L05,2026-06-01 11:09:01,20
P04180,A0027,L10,2026-06-01 05:30:30,17
P04181,A0040,L12,2026-06-01 09:46:44,3
P04182,A0047,L11,2026-06-01 11:58:40,12
P04183,A0011,L08,2026-06-01 13:24:47,4
P04184,A0026,L10,2026-06-01 07:36:17,26
P04185,A0040,L07,2026-06-01 11:55:26,11
P04186,A0015,L06,2026-06-01 15:59:00,23
P04187,A0028,L01,2026-06-01 09:04:47,34
P04188,A0004,L01,2026-06-01 09:52:35,28
P04189,A0001,L04,2026-06-01 21:25:03,21
P04190,A0007,L07,2026-06-01 09:25:15,27
P04191,A0002,L06,2026-06-01 06:41:40,27
P04192,A0009,L01,2026-06-01 16:00:55,13
P04193,A0036,L01,2026-06-01 17:03:51,15
P04194,A0057,L01,2026-06-01 07:01:38,16
P04195,A0037,L03,2026-06-01 19:48:23,36
P04196,A0048,L12,2026-06-01 17:54:07,36
P04197,A0006,L03,2026-06-01 05:03:39,45
P04198,A0047,L07,2026-06-01 09:22:58,31
P04199,A0034,L11,2026-06-01 08:40:37,8
P04200,A0006,L06,2026-06-01 08:44:18,21
P04201,A0027,L09,2026-06-01 06:40:35,7
P04202,A0006,L09,2026-06-01 18:40:22,33
P04203,A0026,L05,2026-06-01 13:48:21,25
P04204,A0043,L03,2026-06-01 14:09:07,31
P04205,A0027,L08,2026-06-01 09:24:00,15
P04206,A0022,L02,2026-06-01 11:19:34,27
P04207,A0004,L08,2026-06-01 09:55:40,9
P04208,A0025,L07,2026-06-01 07:22:51,4
P04209,A0040,L09,2026-06-01 16:23:12,43
P04210,A0001,L02,2026-06-01 16:27:31,6
P04211,A0036,L07,2026-06-01 09:36:03,23
P04212,A0006,L03,2026-06-01 06:13:15,37
P04213,A0006,L05,2026-06-01 18:03:45,24
P04214,A0031,L12,2026-06-01 12:06:43,20
P04215,A0060,L08,2026-06-01 18:46:29,7
P04216,A0054,L12,2026-06-01 09:27:47,19
P04217,A0006,L07,2026-06-01 19:21:24,7
P04218,A0040,L04,2026-06-01 08:45:38,31
P04219,A0031,L11,2026-06-01 19:25:35,0
P04220,A0041,L11,2026-06-01 17:15:47,44
P04221,A0038,L08,2026-06-01 10:34:16,15
P04222,A0001,L11,2026-06-01 07:10:01,38
P04223,A0040,L07,2026-06-01 17:12:54,9
P04224,A0060,L12,2026-06-01 19:13:50,43
P04225,A0017,L04,2026-06-01 19:18:16,2
P04226,A0023,L09,2026-06-01 14:15:48,10
P04227,A0020,L08,2026-06-01 17:16:10,28
P04228,A0037,L04,2026-06-01 17:14:46,34
P04229,A0037,L11,2026-06-01 07:15:43,11
P04230,A0003,L10,2026-06-01 06:04:27,39
P04231,A0024,L04,2026-06-01 11:33:17,18
P04232,A0017,L04,2026-06-01 20:42:04,38
P04233,A0036,L09,2026-06-01 06:51:43,30
P04234,A0009,L06,2026-06-01 14:53:17,44
P04235,A0037,L03,2026-06-01 05:58:59,28
P04236,A0006,L07,2026-06-01 16:12:35,14
P04237,A0016,L01,2026-06-01 09:50:18,15
P04238,A0026,L11,2026-06-01 09:40:46,9
P04239,A0006,L08,2026-06-01 19:13:13,4
P04240,A0025,L12,2026-06-01 16:25:25,19
P04241,A0038,L01,2026-06-01 20:00:13,35
P04242,A0040,L01,2026-06-01 06:21:39,20
P04243,A0021,L10,2026-06-01 18:08:40,18
P04244,A0011,L12,2026-06-01 20:50:45,19
P04245,A0007,L03,2026-06-01 13:01:43,41
P04246,A0036,L08,2026-06-01 14:32:10,27
P04247,A0047,L07,2026-06-01 06:53:59,27
P04248,A0020,L01,2026-06-01 12:45:25,12
P04249,A0050,L11,2026-06-01 15:56:50,16
P04250,A0022,L12,2026-06-01 09:17:20,38
P04251,A0040,L11,2026-06-01 16:33:59,13
P04252,A0036,L12,2026-06-01 20:47:36,34
P04253,A0028,L05,2026-06-01 10:16:38,45
P04254,A0049,L07,2026-06-01 08:52:20,0
P04255,A0033,L10,2026-06-01 12:09:52,26
P04256,A0036,L05,2026-06-01 07:47:14,37
P04257,A0030,L07,2026-06-01 06:10:45,35
P04258,A0055,L12,2026-06-01 21:51:41,4
P04259,A0036,L02,2026-06-01 08:35:59,21
P04260,A0028,L05,2026-06-01 06:11:43,28
P04261,A0036,L12,2026-06-01 17:08:58,12
P04262,A0036,L09,2026-06-01 13:31:19,11
P04263,A0057,L03,2026-06-01 09:47:32,44
P04264,A0040,L02,2026-06-01 21:33:09,8
P04265,A0009,L08,2026-06-01 19:03:21,42
P04266,A0037,L05,2026-06-01 06:24:44,4
P04267,A0025,L12,2026-06-01 14:25:19,29
P04268,A0054,L10,2026-06-01 18:25:01,43
P04269,A0006,L09,2026-06-01 19:39:17,36
P04270,A0016,L04,2026-06-01 21:15:00,39
P04271,A0045,L03,2026-06-01 06:03:53,34
P04272,A0008,L10,2026-06-01 15:05:24,25
P04273,A0006,L01,2026-06-01 08:22:57,20
P04274,A0046,L11,2026-06-01 18:21:31,42
P04275,A0051,L07,2026-06-01 08:56:31,22
P04276,A0013,L03,2026-06-01 09:17:00,0
P04277,A0007,L07,2026-06-01 18:33:50,26
P04278,A0052,L03,2026-06-01 06:22:04,26
P04279,A0042,L06,2026-06-01 06:09:11,16
P04280,A0004,L05,2026-06-01 09:59:18,0
P04281,A0018,L04,2026-06-01 09:58:34,27
P04282,A0003,L09,2026-06-01 14:52:30,2
P04283,A0009,L08,2026-06-01 07:26:12,2
P04284,A0026,L05,2026-06-01 13:09:58,13
P04285,A0050,L11,2026-06-01 17:02:51,44
P04286,A0009,L12,2026-06-01 07:01:38,17
P04287,A0009,L04,2026-06-01 06:37:49,27
P04288,A0057,L02,2026-06-01 20:38:31,36
P04289,A0040,L03,2026-06-01 14:09:35,17
P04290,A0015,L04,2026-06-01 18:33:00,19
P04291,A0036,L01,2026-06-01 18:48:49,24
P04292,A0060,L08,2026-06-01 06:36:20,31
P04293,A0057,L11,2026-06-01 13:43:01,21
P04294,A0055,L11,2026-06-01 05:08:42,27
P04295,A0001,L03,2026-06-01 13:17:09,41
P04296,A0006,L04,2026-06-01 14:58:33,38
P04297,A0017,L06,2026-06-01 16:29:12,19
P04298,A0019,L01,2026-06-01 09:42:29,30
P04299,A0033,L09,2026-06-01 18:39:23,7
P04300,A0036,L05,2026-06-01 09:47:17,43
P04301,A0051,L12,2026-06-01 06:32:33,8
P04302,A0029,L06,2026-06-01 21:55:25,44
P04303,A0050,L05,2026-06-01 09:10:15,41
P04304,A0027,L03,2026-06-01 15:01:47,41
P04305,A0040,L12,2026-06-01 18:10:29,26
P04306,A0038,L05,2026-06-01 12:06:54,28
P04307,A0024,L12,2026-06-01 09:11:53,37
P04308,A0026,L11,2026-06-01 10:23:05,33
P04309,A0012,L08,2026-06-01 17:18:49,9
P04310,A0042,L06,2026-06-01 13:26:39,35
P04311,A0036,L01,2026-06-01 11:15:08,29
P04312,A0009,L03,2026-06-01 09:07:28,39
P04313,A0049,L10,2026-06-01 07:56:10,14
P04314,A0037,L11,2026-06-01 05:02:45,27
